Element,Molar_ratio,Enthalpy(kJ/mol),std_enthalpy(kJ/mol),a,Delta(%),Omega,Entropy(J/K*mol),Tm(K),std_Tm (%),X,std_X(%),VEC,std_VEC,Phase(0-1),Density(g/com^3),Price(USD/kg)
,0.22-0.09-0.12-0.10-0.09-0.02-0.36,-15.5932455,5.723371,1.3538296,4.9204392,1.7518622,14.071553,1941.3076,32.556583,1.7221248,10.228036,5.360566,1.8392007,0.00014562062,6.2852397,23.329578
,0.16-0.14-0.29-0.02-0.17-0.03-0.15-0.04,-11.700261,6.1718082,1.3621986,4.005632,2.3145463,15.133228,1789.4921,25.101677,1.7661233,7.934764,6.933653,2.362269,0.046622373,6.8149543,15.464096
,0.16-0.09-0.07-0.33-0.17-0.18,-0.8627479,3.0590546,1.3795685,1.7913511,28.1193,13.904833,1744.7056,11.193041,1.7948288,7.1365094,8.371506,1.3776425,0.929396,8.134886,13.841386
,0.03-0.05-0.16-0.42-0.34,-2.518355,5.8440104,1.4647146,4.85988,9.135019,10.681787,2153.6858,13.599126,1.4766203,9.127046,4.3147626,0.92502016,0.99999297,6.4821873,192.35533
,0.26-0.22-0.02-0.27-0.23,-26.433636,13.069636,1.3061125,8.786718,0.7904316,12.178335,1715.6678,11.990938,1.859446,7.6971836,7.706704,2.4728367,0.9613873,6.1319714,22.713425
,0.14-0.22-0.18-0.17-0.15-0.14,-10.791435,5.3640585,1.3606532,3.7440472,2.3089702,14.801048,1683.4686,21.722595,1.7467995,7.8216686,7.258238,2.165856,0.057904795,6.998044,18.561888
,0.20-0.21-0.09-0.22-0.04-0.16-0.09,-4.1982675,2.8233008,1.4607197,4.55868,10.5697,15.22575,2914.4324,17.295301,1.7298021,23.587927,5.042816,0.829836,0.9999987,12.795626,426.23456
,0.21-0.10-0.32-0.07-0.16-0.03-0.11,-7.6327477,5.6888337,1.356631,4.4077234,3.324083,14.616989,1735.7803,28.977152,1.7596575,7.8799887,6.788245,2.5136876,0.008025227,6.620356,12.834246
,0.30-0.17-0.04-0.05-0.06-0.29-0.06,-63.22727,26.174757,1.242331,21.112848,0.45103994,14.396632,1980.8813,48.364334,1.7602875,21.587873,4.2702684,1.5795882,8.556963e-08,4.4150414,56.178974
,0.20-0.41-0.25-0.13,0.29735306,0.8017791,1.4255164,2.6465418,101.301445,11.179004,2694.5508,21.05515,1.545057,3.5287938,4.74201,0.43954542,1.0,10.794862,186.52255
,0.16-0.13-0.21-0.12-0.20-0.18,-28.31258,11.761717,1.3067739,8.215342,0.8877046,14.751858,1703.7314,22.390331,1.7934124,6.831829,6.599799,2.5752254,0.6107158,5.599793,15.406276
,0.22-0.02-0.12-0.14-0.18-0.04-0.18-0.11,-13.903646,8.832773,1.3506787,4.238266,1.8339555,16.045172,1589.1799,25.827396,1.7441862,8.264138,7.005149,2.9334438,0.6985589,6.2175217,6.9701614
,0.29-0.17-0.20-0.16-0.19,-2.884996,5.4967074,1.3597658,1.465233,8.143235,13.196163,1780.3047,13.891048,1.8310568,5.5076046,8.542444,1.9622554,0.9899927,8.076196,24.378876
,0.19-0.24-0.16-0.15-0.23-0.04,2.5955434,3.6454563,1.3689467,2.0358763,8.592061,14.064198,1585.6627,17.275537,1.8380361,6.7129107,9.432728,1.629468,0.39557713,8.396029,16.804201
,0.24-0.22-0.04-0.24-0.10-0.16,-17.72704,8.100294,1.3562999,4.626858,1.311424,13.907998,1671.5317,27.387165,1.7039003,7.545551,6.0293827,2.533299,0.55451256,5.6645722,5.0402985
,0.13-0.19-0.18-0.18-0.11-0.06-0.05-0.08,-8.063642,7.7359815,1.3586715,3.5848558,3.4020927,16.53234,1659.369,23.26325,1.7542036,7.9911404,7.404118,2.669797,0.016957799,6.8291764,17.3301
,0.09-0.12-0.18-0.17-0.17-0.03-0.11-0.01-0.12,-8.142336,8.175505,1.3671197,3.2258823,3.5331907,16.911901,1701.0754,21.92332,1.7644708,7.9647636,7.606954,2.6794715,0.036769196,6.9654193,13.003777
,0.24-0.15-0.22-0.14-0.18-0.07,-6.376134,6.265043,1.3456943,4.333144,3.6268122,14.405631,1605.2775,28.114445,1.761952,6.9618397,7.057632,2.7833526,0.09693343,6.4357486,15.083889
,0.19-0.27-0.19-0.09-0.26,-13.006055,5.7478967,1.3448018,3.7852988,1.6682485,12.928875,1678.207,23.636112,1.7905617,6.929943,7.457787,2.5558739,0.59106255,6.8880563,24.002756
,0.29-0.12-0.14-0.26-0.08-0.08-0.03,-12.792366,5.1665134,1.3487035,5.1100945,1.9111458,14.460255,1690.7084,34.02228,1.776116,9.084196,6.2948246,2.4448173,6.837043e-05,6.2527122,14.608502
,0.18-0.26-0.06-0.24-0.03-0.24,-9.022689,5.7131124,1.3575095,4.0935106,2.4947138,13.314428,1690.5737,24.94163,1.762051,7.068335,7.1924715,2.5452414,0.06672306,6.707659,6.011788
,0.13-0.05-0.14-0.23-0.12-0.05-0.21-0.01-0.06,-6.5095906,7.817665,1.3570387,3.4902236,4.065914,16.473335,1606.6832,23.88811,1.7844753,7.897739,8.0377655,2.8476336,0.055008225,7.0793285,9.7506275
,0.11-0.29-0.12-0.13-0.20-0.04-0.11,-10.446045,8.129434,1.3610338,3.3181772,2.462153,15.104105,1702.8323,19.960468,1.78081,7.3484526,7.536413,2.5091994,0.16553393,6.963427,22.468283
,0.12-0.48-0.38-0.02,-0.7395057,1.8655943,1.4287238,1.8931895,29.195787,8.821326,2447.5254,16.672594,1.644148,11.619803,4.73948,0.65597486,0.99999917,7.145151,28.979439
,0.21-0.36-0.32-0.10,-4.4017177,3.039663,1.4118813,2.476386,5.7837462,11.073459,2299.0479,16.061419,1.5965475,2.8018544,4.873754,0.7442045,0.99807125,6.6808357,26.301434
,0.28-0.36-0.10-0.17-0.04-0.05,5.044617,3.1757774,1.3593636,1.806531,3.8426611,12.832496,1510.5992,23.045141,1.8793491,3.134951,10.152893,1.3813347,0.056203917,8.536689,21.411144
,0.06-0.10-0.52-0.31-0.01,-4.452727,3.0129502,1.3819158,1.8319061,3.436898,9.615001,1591.6342,10.956603,1.7162908,10.097848,8.3614025,1.6136518,0.17200616,8.0081215,5.612564
,0.04-0.18-0.18-0.25-0.26-0.04-0.05,-5.24054,3.4886189,1.3842016,1.9630939,4.8278794,14.420339,1754.5142,19.590002,1.7465835,8.535213,8.007185,1.9840465,0.09275495,7.769932,10.201738
,0.24-0.02-0.24-0.15-0.10-0.23-0.03,-12.9706135,9.396772,1.3316215,8.5027,1.8272244,14.334165,1653.4077,32.58699,1.7797719,9.529205,6.851535,2.6746135,0.055959728,6.277745,20.33852
,0.20-0.12-0.04-0.13-0.19-0.18-0.13,-35.132927,13.5145855,1.3733099,6.343528,0.74760765,15.534489,1690.7954,24.051134,1.6820589,11.666103,6.1592894,2.7810674,0.013012287,5.931143,16.876152
,0.30-0.21-0.13-0.06-0.29,2.3008695,4.497726,1.3748726,1.8250469,9.612168,12.39116,1784.8494,16.968277,1.7981788,6.984584,8.541732,2.0143797,0.17609835,8.143461,7.0659437
,0.07-0.05-0.17-0.48-0.19-0.05,-3.168838,3.1028712,1.3868818,1.948391,5.9817777,12.088496,1568.0426,17.509167,1.7253135,9.828686,8.410791,1.8200005,0.048340045,7.9097943,9.934917
,0.19-0.13-0.19-0.13-0.35,-6.276543,6.7097344,1.3443356,3.7539344,3.2149823,12.794958,1577.1033,24.720917,1.8068192,6.9418683,8.055732,2.9018738,0.114053145,6.981691,6.8553143
,0.04-0.04-0.27-0.14-0.26-0.24,-0.8158159,1.8917471,1.4449177,5.2630515,37.861748,13.254153,2330.453,13.557853,1.5457067,11.694703,4.6155367,0.5699988,0.9999143,7.174619,157.02525
,0.12-0.11-0.12-0.40-0.20-0.05,-2.0858247,3.4477062,1.3810924,2.1141841,9.8603115,13.22421,1555.2439,18.31532,1.754647,9.650339,8.76337,1.8970518,0.060553454,8.046398,12.810411
,0.24-0.28-0.25-0.23,-11.533608,4.6853,1.3495597,4.4542255,1.6852643,11.593093,1676.6171,26.858643,1.7490394,6.519743,6.5832405,2.3081093,0.13525257,6.3277764,23.331259
,0.49-0.04-0.38-0.05-0.04,-2.1222079,1.4972682,1.3622882,8.628431,3.9894693,9.26707,913.6091,14.40942,1.5249355,12.417193,3.815191,3.3532658,0.0012751309,2.8509636,5.973306
,0.15-0.18-0.13-0.12-0.17-0.22-0.04,-9.063157,7.392712,1.3521541,3.5493743,2.8285136,15.477723,1656.2681,22.009499,1.7999759,6.917004,7.836064,2.6202435,0.11694443,7.0728297,16.922945
,0.21-0.15-0.17-0.14-0.20-0.14,-14.280127,9.28492,1.350298,4.127202,1.6617746,14.772165,1606.4232,26.08957,1.7490811,8.322391,7.064394,3.0651064,0.64717,6.2007318,6.1240664
,0.09-0.16-0.17-0.03-0.13-0.19-0.23,-7.0213513,4.9042864,1.3749622,3.9438353,4.281111,15.327198,1961.1658,28.165445,1.8743913,9.270822,7.5528636,2.203647,0.01458952,8.089641,18.087887
,0.08-0.20-0.18-0.05-0.12-0.19-0.20,-18.489649,9.515011,1.3669053,3.0410652,1.4913219,15.414386,1788.8494,17.492153,1.7533771,8.382067,7.174847,2.550353,0.0021582197,6.714027,18.013798
,0.24-0.14-0.17-0.19-0.08-0.17,-12.847002,5.568382,1.3519514,4.7701645,1.951034,14.510153,1727.4066,31.751335,1.7953956,8.944451,6.7667065,2.5296009,0.00037468883,6.65707,15.734109
,0.28-0.33-0.24-0.12-0.02,-0.6431421,3.5920954,1.3785911,2.5076308,26.171295,12.074166,1394.037,26.514772,1.7878783,9.629444,9.770245,2.279894,0.00024665843,8.06506,9.073653
,0.25-0.24-0.15-0.16-0.04-0.16,-8.626421,6.818036,1.3350098,3.908658,2.5310369,14.034728,1555.6973,27.27177,1.7856278,7.2688327,7.502618,2.9757133,0.43174323,6.6116924,21.728565
,0.24-0.22-0.14-0.25-0.02-0.09-0.03,-6.5531845,6.7725134,1.3538983,4.583495,3.573699,14.2583885,1642.4791,29.841408,1.7549458,7.79065,6.7991676,2.7589273,0.14147857,6.316283,5.653488
,0.09-0.27-0.13-0.09-0.18-0.10-0.15,-5.0521536,5.264644,1.3616533,3.096736,5.192383,15.505651,1691.816,18.646723,1.7922188,7.121521,8.017048,2.1164367,0.30579713,7.576872,21.11864
,0.18-0.22-0.13-0.17-0.07-0.16-0.02-0.05,-13.916736,6.3741016,1.3558681,4.205345,2.0384736,15.937632,1779.9944,27.78821,1.802022,8.6875515,7.044661,2.4294162,0.0010868303,6.966285,20.791946
,0.13-0.26-0.10-0.13-0.22-0.16,-13.182115,8.6054325,1.3611393,3.6046543,1.8509513,14.472442,1685.9248,21.293406,1.7581873,7.8664722,7.1254206,2.6339602,0.092807874,6.5497165,20.322454
,0.19-0.22-0.16-0.05-0.13-0.17-0.08,-15.897042,8.405077,1.3498094,3.9412398,1.6302851,15.548245,1666.8574,24.023802,1.7650552,7.7011423,7.114086,2.7007372,0.5257541,6.505633,19.578669
,0.32-0.33-0.25-0.10,-3.4690976,1.9673755,1.4274175,2.3488994,7.9542212,10.879402,2536.3489,15.6608,1.7658746,15.313761,5.0667257,0.7520771,0.99995995,7.780922,25.159836
,0.12-0.15-0.06-0.11-0.18-0.11-0.26,-19.987518,9.68327,1.36387,3.5040092,1.2985651,15.769021,1645.9546,20.661924,1.6905203,9.527984,6.7572975,2.749652,0.011818794,6.215439,14.615882
,0.17-0.19-0.18-0.17-0.18-0.07-0.04,-4.138491,6.168102,1.3544078,3.8839989,6.0724416,15.479743,1623.4596,24.773914,1.7668287,7.263197,7.479102,2.5860918,0.024863418,6.9145455,16.971918
,0.17-0.15-0.27-0.12-0.17-0.09-0.03,-7.408122,6.7509575,1.3564239,3.9246924,3.471027,15.158629,1696.3135,25.006685,1.7610013,7.0599275,7.1758523,2.5962553,0.029509999,6.72235,15.452861
,0.03-0.23-0.22-0.27-0.25,-30.029224,12.695203,1.295582,8.968096,0.70612884,12.334489,1719.1227,8.84385,1.8729639,3.0528896,7.6018505,2.4400988,0.98563,6.033408,20.10947
,0.23-0.07-0.31-0.11-0.27,-12.495975,5.1484,1.3561369,4.8530173,1.7305257,12.557241,1722.0823,32.30497,1.824317,8.947189,7.030808,2.5933216,0.13896799,6.830385,7.677812
,0.20-0.16-0.20-0.11-0.21-0.12,-6.976896,6.126723,1.3508034,4.072787,3.4501896,14.632443,1645.0847,25.467352,1.7775205,6.7309766,7.326446,2.6275632,0.07178944,6.7364864,15.842866
,0.29-0.07-0.21-0.04-0.26-0.02-0.10,-5.4127064,5.625127,1.3657641,2.0023434,4.705325,13.922989,1829.2435,15.388505,1.8572332,5.9847245,8.555841,1.7625234,0.9801916,8.269887,23.769684
,0.13-0.28-0.15-0.16-0.28,-9.931289,5.125983,1.3528534,3.3267844,2.2339342,12.904456,1719.2388,19.368656,1.8141091,6.187206,7.924732,2.2661142,0.12202227,7.390487,23.587212
,0.14-0.14-0.20-0.35-0.17,-2.6300254,1.75785,1.4226327,4.955258,11.240848,12.829543,2304.3457,14.64425,1.6313355,14.684866,4.7696896,0.68086034,0.9992398,6.7675185,22.88833
,0.22-0.43-0.04-0.04-0.01-0.03-0.23,-16.32042,6.2677474,1.3678981,4.726329,1.381077,12.137662,1857.0095,29.038057,1.6564499,7.935822,5.0750327,1.645493,0.0031445038,5.526869,8.113572
,0.20-0.12-0.29-0.08-0.30-0.01,-14.956349,7.64302,1.3884741,5.2018175,1.8269078,12.908231,2116.7788,33.676502,1.5832744,2.8795557,4.4237733,0.9342559,0.9436096,6.687851,69.34757
,0.13-0.14-0.19-0.34-0.04-0.15,-21.883808,11.721868,1.3435036,5.1863422,1.0159272,13.720421,1620.3842,19.188555,1.798263,8.070216,7.6913095,2.9801228,0.16897187,6.434863,6.123342
,0.29-0.02-0.16-0.15-0.21-0.17,-7.634011,6.5679893,1.3391092,4.5665374,2.744556,13.697698,1529.5977,29.179085,1.7639413,7.214489,7.023529,3.0033422,0.3373068,6.1552925,7.0981297
,0.10-0.35-0.30-0.03-0.22,2.3607345,1.309367,1.4632821,4.3504467,11.484702,11.638094,2329.6206,14.885637,1.4948208,8.12064,4.3838387,0.48832095,1.0,7.397333,312.80026
,0.17-0.04-0.21-0.16-0.21-0.21,-17.236223,10.135857,1.3529418,3.8618352,1.3002858,14.124672,1586.728,23.228527,1.7565222,8.849077,7.2806845,3.1738105,0.6500651,6.2192764,5.772257
,0.28-0.07-0.13-0.19-0.33,-10.452184,6.9275584,1.334557,4.2603993,1.7736533,12.332169,1503.2673,26.655165,1.7917812,7.2710447,7.4982014,3.092783,0.68868834,6.361974,6.1784697
,0.28-0.11-0.12-0.15-0.14-0.15-0.03-0.02,-25.105068,9.685093,1.3462117,4.9507184,1.0067505,15.5370865,1626.7231,27.875372,1.7094394,8.496075,6.0310125,2.6736023,0.3733106,5.5854726,14.267375
,0.07-0.40-0.03-0.19-0.28-0.02,-8.0893755,4.986799,1.3739209,2.9759998,2.7226305,11.819435,1863.4034,18.097248,1.7646891,6.847494,7.4150076,2.1851618,0.014347726,7.289725,7.009015
,0.27-0.40-0.29-0.04,-3.095521,2.0544844,1.4316883,1.9359682,8.18288,10.002693,2532.345,15.879342,1.7363105,15.02347,4.9805155,0.75216883,0.9999826,7.6818724,26.50667
,0.09-0.01-0.08-0.30-0.02-0.29-0.02-0.19,-6.6523743,8.625875,1.4426905,5.055641,4.839365,13.841881,2325.7866,16.1832,1.5871938,13.265061,4.6673603,0.76057625,0.9995833,6.8881254,72.84552
,0.18-0.16-0.22-0.16-0.08-0.20,-11.459401,5.2194176,1.3597522,4.334607,2.295073,14.588969,1802.7428,28.57229,1.8039159,8.752425,7.054282,2.3892553,0.00034087658,7.0739136,16.955193
,0.36-0.35-0.07-0.21-0.01,5.3573875,2.4138904,1.3543899,1.177098,3.2173092,10.741774,1604.6117,13.865381,1.8908072,1.1296701,9.900485,1.0658294,0.9951944,8.783608,25.51582
,0.24-0.22-0.13-0.07-0.18-0.15,-10.390817,6.4518557,1.3413092,4.1852326,2.2035856,14.389641,1591.2178,26.209312,1.7818799,6.920071,7.2541585,2.747209,0.6527202,6.52976,19.744486
,0.30-0.29-0.03-0.31-0.06,-8.085998,6.172779,1.3710262,2.0209746,2.5973563,11.565869,1815.8784,11.086878,1.8600724,5.585024,8.581491,1.5468041,0.9922857,8.197709,22.543198
,0.57-0.19-0.03-0.13-0.04-0.02,-11.297083,5.9804945,1.2962413,4.311556,1.1514922,10.67123,1219.0254,33.073082,1.7191427,7.991527,5.835493,3.4847717,0.97529525,4.7350564,20.989758
,0.14-0.26-0.18-0.32-0.09,-7.624454,3.8729646,1.3728379,1.8212035,3.2364993,12.924655,1909.2606,10.587235,1.7978446,6.3736587,7.954841,1.8352542,0.85885555,7.904327,16.379625
,0.19-0.15-0.16-0.28-0.22,-14.926108,7.254053,1.3677523,4.7872086,1.7317445,13.164361,1963.4987,28.926342,1.6008031,2.6154156,4.4815702,0.96579087,0.03807916,5.487936,19.633339
,0.24-0.19-0.18-0.22-0.01-0.15,-12.840017,5.533396,1.347956,4.405658,1.776277,13.705565,1664.0994,27.10773,1.7726982,7.2340837,6.915005,2.5204134,0.38854355,6.488999,17.834877
,0.22-0.20-0.08-0.26-0.24,2.4199727,1.2203864,1.4834824,4.346893,12.665325,12.879048,2379.815,16.846294,1.445034,8.550687,4.279787,0.45065656,1.0,8.800524,568.3277
,0.18-0.08-0.36-0.09-0.29,-3.2286582,1.6502856,1.3765631,1.8193427,6.6900873,12.114471,1782.9913,8.039926,1.822821,5.952024,8.506529,1.2302605,0.86983526,8.229583,15.076421
,0.26-0.06-0.24-0.16-0.16-0.12,-20.245403,8.006273,1.3497148,4.6205425,1.1712497,14.20117,1669.7512,27.822437,1.714242,7.6520367,6.1390867,2.567261,0.2999136,5.7548494,10.217823
,0.04-0.21-0.21-0.26-0.15-0.03-0.11,-5.9674053,3.2872021,1.3824211,3.6293428,5.498968,14.587904,2249.4368,32.50029,1.9810506,10.148835,7.473722,1.8128626,0.9998778,10.050517,22.374992
,0.10-0.27-0.20-0.15-0.17-0.12,-8.991194,4.7302756,1.365617,3.313582,2.7726216,14.430609,1727.5208,19.487396,1.7498372,7.820295,7.429858,1.9728117,0.025034672,7.3035693,21.69866
,0.23-0.19-0.15-0.03-0.23-0.14-0.03,-14.478016,7.8812017,1.375259,1.8251855,1.8884964,14.602307,1872.4216,9.611204,1.7739513,7.878543,7.63788,2.0860143,0.00039685867,7.4070597,20.296038
,0.23-0.24-0.23-0.10-0.13-0.03-0.03,-7.8691463,6.126698,1.3465369,4.264693,2.975541,14.446136,1620.8462,27.471144,1.7525165,7.161106,6.964094,2.6371822,0.16232689,6.4849567,21.093288
,0.07-0.02-0.12-0.26-0.27-0.08-0.04-0.13,-6.968985,6.2271094,1.4429882,4.830539,5.869583,15.291059,2675.0947,24.991915,1.6262888,16.94745,4.7887692,0.79447776,0.99999976,10.405743,169.99168
,0.23-0.12-0.10-0.19-0.13-0.21,-24.04052,20.443945,1.4514749,9.159074,1.4785198,14.545455,2443.6758,21.023201,1.4764702,12.350432,4.314539,0.46574688,0.0049638012,9.527589,584.85785
,0.18-0.29-0.10-0.14-0.11-0.17,-6.97381,6.5096846,1.3421788,3.5899534,3.2827885,14.354343,1594.8859,23.464485,1.8104293,6.5282025,7.9335485,2.6949425,0.123117544,7.0737243,23.80521
,0.39-0.03-0.10-0.23-0.19-0.03-0.02,-16.695118,7.3259206,1.3286809,5.028895,1.0241487,13.005848,1314.661,29.79755,1.6947683,9.075915,6.556193,3.3412523,0.91427404,5.544653,6.829915
,0.16-0.15-0.17-0.02-0.05-0.13-0.32,-20.59104,7.635071,1.3527129,3.9139419,1.2912493,14.612993,1819.4877,23.839945,1.7053745,8.411065,5.896529,2.247274,0.0007903439,5.9605885,20.68976
,0.38-0.05-0.23-0.34,-1.7630014,1.0059868,1.3639606,1.6528422,10.2389965,10.1219015,1783.3956,5.221231,1.868443,2.9412827,8.9713955,0.99761546,0.9957968,8.543864,27.15387
,0.09-0.32-0.10-0.08-0.25-0.17,-21.058056,9.310944,1.3583136,3.0200024,1.1471205,13.745633,1757.3672,16.52434,1.781141,8.168137,7.508794,2.5202239,0.012207715,6.9241333,25.549255
,0.16-0.13-0.49-0.22,-3.559055,2.7217543,1.4435586,4.2494626,9.218797,10.2944145,3187.184,12.5629,1.672382,22.555347,5.0644946,0.61413753,1.0,15.520803,368.34937
,0.14-0.22-0.18-0.20-0.22-0.04,-13.341979,6.5722995,1.3569369,3.61116,1.8540999,14.263235,1734.3441,20.629965,1.7869437,6.943716,7.481214,2.3926039,0.1618761,6.99847,28.554785
,0.17-0.24-0.29-0.11-0.04-0.05-0.09,0.625731,2.1440785,1.4616969,4.2085056,64.182495,14.639362,2743.3599,18.738121,1.5293123,14.917016,4.6765327,0.573568,1.0,11.526344,441.5377
,0.10-0.12-0.16-0.20-0.19-0.09-0.15,-9.201977,8.626732,1.3651944,3.2679808,2.925969,15.839501,1699.8448,21.077452,1.7645538,7.94712,7.483493,2.7411923,0.017565679,6.7992353,12.480262
,0.37-0.09-0.29-0.25,-2.2966409,1.1576586,1.3691769,1.7840935,8.466897,10.754074,1808.1904,6.7465,1.8527888,3.6817312,8.683857,1.1254195,0.984663,8.402526,26.21818
,0.22-0.14-0.31-0.17-0.16,-20.796255,7.9597197,1.3584182,4.470182,1.0466105,12.999669,1674.3177,24.998552,1.7241803,7.8108764,6.299533,2.5395613,0.5612424,5.8333426,4.589257
,0.04-0.16-0.36-0.01-0.25-0.01-0.17,-4.7402997,9.403099,1.457538,5.7321696,6.2684927,12.805095,2320.524,18.685347,1.4961566,8.9716625,4.339815,0.54515594,0.99999976,7.8351827,466.72934
,0.19-0.02-0.12-0.12-0.25-0.22-0.08,-12.108664,8.365465,1.3537227,4.0492115,1.9974864,14.880918,1625.3625,24.247046,1.7711298,7.6067796,7.310744,2.836674,0.3238884,6.4970713,6.817694
,0.16-0.07-0.14-0.18-0.13-0.26-0.04-0.01,-3.2087893,5.9042277,1.3713539,1.8122926,8.366523,15.629042,1717.7253,12.535092,1.8043015,7.569112,8.612587,1.8282018,0.83981556,8.064809,15.009084
,0.19-0.11-0.09-0.15-0.10-0.30-0.07,-14.319171,6.060736,1.3530872,4.3704605,1.8919342,15.1929865,1783.1206,30.08372,1.8219789,9.112712,7.171428,2.5916884,0.002299666,7.0651183,15.590803
,0.55-0.04-0.18-0.14-0.09,-7.1192427,5.6152906,1.3043588,4.8525534,1.8574033,10.612247,1246.0416,31.428528,1.7188537,7.9104447,5.849057,3.3931854,0.7545795,4.738609,4.92155
,0.21-0.12-0.18-0.16-0.08-0.25,-31.333973,11.843592,1.2849392,9.255536,0.76305234,14.437202,1656.1006,24.45908,1.7832247,6.901427,5.8977447,2.4217145,0.023739407,4.851093,13.791846
,0.35-0.08-0.27-0.14-0.07-0.09,-4.1818066,4.9498873,1.3691925,7.4045815,3.158355,13.252307,996.6284,27.792702,1.5692946,12.407358,5.4590383,4.096313,0.290276,3.9415345,6.5430627
,0.15-0.05-0.14-0.35-0.04-0.28,-1.7682357,6.1784344,1.3442625,3.2115386,11.261712,12.8318615,1551.8677,23.876066,1.8237066,6.6455207,8.653345,2.8426642,0.4444047,7.4212832,10.100714
,0.13-0.10-0.12-0.16-0.24-0.11-0.14,-16.031246,7.8777275,1.3190609,12.499256,1.8919964,15.8299055,1916.0603,27.346924,1.8494105,9.124057,6.702257,2.4082966,0.0004651543,7.107058,63.513474
,0.15-0.04-0.19-0.26-0.16-0.20,1.8887205,1.6426206,1.4770259,3.8211493,19.334307,14.01771,2605.0703,19.165539,1.4845445,11.490976,4.5232944,0.5672152,1.0,10.297241,413.7602
,0.11-0.04-0.27-0.16-0.11-0.21-0.09,-23.25373,12.257765,1.3320955,10.092783,1.1885859,15.080655,1832.7488,27.956959,1.8105743,10.978775,7.30735,2.4780633,0.53658515,6.835825,23.567865
,0.17-0.27-0.20-0.16-0.21,-4.2030334,2.1961186,1.3812283,1.7596262,5.793198,13.225907,1841.0077,12.2888,1.7650048,7.52761,7.883192,1.4923651,0.74437344,7.9732723,15.51553
,0.10-0.22-0.02-0.09-0.13-0.20-0.25,-11.785209,6.7283034,1.3471375,2.746323,2.20401,14.808453,1754.0465,20.681782,1.7883719,7.0374794,7.603347,2.5487218,0.06741321,7.1421404,23.128386
,0.31-0.24-0.22-0.07-0.13-0.04,-18.650263,7.0010324,1.3479052,5.0010085,1.1886444,13.423754,1651.4402,30.493486,1.6828773,6.7380943,5.4984713,2.2589686,0.0026245264,5.3026776,5.5298347
,0.12-0.28-0.18-0.04-0.08-0.21-0.09,-15.160437,8.165424,1.3560617,3.2965012,1.7071351,14.859412,1741.7183,19.852348,1.781399,7.6025763,7.5193086,2.5086443,0.17144023,7.0036182,23.8006
,0.23-0.11-0.24-0.17-0.05-0.21,-12.85709,5.452246,1.3528067,4.552383,1.9082159,14.141341,1734.9203,29.617353,1.7792253,8.439259,6.8138556,2.5194354,0.019254062,6.6351557,14.179917
,0.55-0.12-0.15-0.09-0.03-0.06,-9.017745,5.911539,1.3041444,5.0505714,1.5302988,11.313346,1219.7843,29.745722,1.7138853,8.894276,5.7609425,3.4120812,0.91902065,4.605194,14.006138
,0.16-0.09-0.21-0.24-0.06-0.24,-13.068141,6.35664,1.3785465,2.9591722,2.2685049,14.072483,2106.6033,20.942398,1.8621075,10.482651,7.2832417,2.127241,0.030844558,8.095181,20.941626
,0.14-0.24-0.13-0.04-0.10-0.20-0.15,-19.71741,9.417812,1.3545283,3.5758123,1.3261762,15.282447,1711.032,21.02125,1.7646759,8.175561,7.1943264,2.6730886,0.12272654,6.5930977,21.376255
,0.06-0.26-0.14-0.10-0.18-0.03-0.20-0.03,-7.2163043,6.789514,1.358546,3.0414414,3.6916425,15.458952,1723.2742,17.675766,1.8238466,6.222187,8.387421,2.3141124,0.8031208,7.5783944,82.044525
,0.16-0.02-0.12-0.12-0.21-0.20-0.16,-15.808958,9.432982,1.3590202,3.8524516,1.6078396,15.250427,1666.7249,22.962378,1.7532135,8.243559,7.1086874,2.8564258,0.29664126,6.362276,6.991357
,0.11-0.37-0.16-0.11-0.25,-4.677554,2.2278092,1.3819748,1.7443309,5.013809,12.4139595,1889.1924,12.450106,1.7623744,7.3001018,7.7679343,1.6276314,0.8013346,7.9136357,12.853354
,0.21-0.03-0.11-0.19-0.16-0.19-0.07-0.02,-4.004924,6.4135394,1.350054,4.261806,6.1221967,15.623813,1569.3303,29.034407,1.7952209,9.65524,7.5087376,2.954951,0.0063022636,7.0432086,3609.556
,0.15-0.29-0.18-0.10-0.19-0.04-0.05,-5.770425,5.802138,1.3554405,3.6901002,4.2992783,14.875741,1667.7258,22.88113,1.7797878,6.8727894,7.5479617,2.3952787,0.037400953,7.0898485,22.650387
,0.22-0.25-0.36-0.16,-5.9442654,2.206238,1.4335979,2.5861511,5.903139,11.204711,3131.7024,10.610272,1.8143005,19.309729,5.388307,0.48854014,0.9999703,13.619557,125.59948
,0.58-0.11-0.08-0.09-0.09-0.05,-11.011991,5.278656,1.3002241,4.7359695,1.291652,11.104659,1280.873,34.74912,1.7030354,7.3141737,5.38479,3.0273156,0.95432377,4.5627804,14.047141
,0.23-0.04-0.21-0.17-0.07-0.25-0.03,-9.902364,7.662008,1.3429106,4.064925,2.3355117,14.504542,1594.4717,27.516508,1.7694321,7.7219596,7.379757,3.0346339,0.32656118,6.504491,9.814145
,0.40-0.30-0.18-0.12,1.3472707,3.268007,1.3769398,2.5284755,10.903496,10.701142,1372.7478,24.927895,1.8021595,9.318081,9.955015,2.2394512,0.0065417667,8.146676,9.120584
